1, 0.076401
1, 0.006317
1, 0.010061
1, 0.010738
1, 0.012815
1, 0.006427
1, 0.008925
1, 0.012887
1, 0.011577
1, 0.006462
1, 0.010883
1, 0.013702
1, 0.013480
1, 0.014226
1, 0.017273
1, 0.009776
1, 0.009221
1, 0.013469
1, 0.017184
1, 0.014840
1, 0.006043
1, 0.009416
1, 0.012346
1, 0.008069
1, 0.006345
1, 0.008581
1, 0.012842
1, 0.015416
1, 0.005587
1, 0.009319
1, 0.009373
1, 0.011328
1, 0.015223
1, 0.007471
1, 0.009533
1, 0.012490
1, 0.014548
1, 0.007683
1, 0.008173
1, 0.009125
1, 0.011233
1, 0.012383
1, 0.012003
1, 0.006151
1, 0.009904
2, 0.031414
2, 0.035139
2, 0.037591
2, 0.036146
2, 0.065634
2, 0.033746
2, 0.036420
2, 0.031750
2, 0.032638
2, 0.034622
2, 0.038885
2, 0.033394
2, 0.031595
2, 0.039710
2, 0.034929
2, 0.034634
2, 0.038157
2, 0.037107
2, 0.037328
2, 0.036366
2, 0.037102
2, 0.034375
2, 0.034322
2, 0.031717
2, 0.036161
2, 0.034785
2, 0.037124
2, 0.035885
2, 0.036276
2, 0.035273
2, 0.030703
2, 0.033980
2, 0.034304
2, 0.031354
2, 0.032917
2, 0.038706
2, 0.030709
2, 0.036074
2, 0.033466
2, 0.040202
2, 0.032489
2, 0.035371
2, 0.033852
2, 0.036524
2, 0.034091
3, 0.043205
3, 0.046918
3, 0.048178
3, 0.047167
3, 0.050039
3, 0.045365
3, 0.041455
3, 0.041138
3, 0.042116
3, 0.054286
3, 0.042119
3, 0.049476
3, 0.049104
3, 0.046226
3, 0.051552
3, 0.043181
3, 0.045200
3, 0.053053
3, 0.053296
3, 0.046466
3, 0.050940
3, 0.047644
3, 0.039133
3, 0.039388
3, 0.044626
3, 0.044715
3, 0.045445
3, 0.044491
3, 0.046998
3, 0.059097
3, 0.051317
3, 0.053077
3, 0.051298
3, 0.043396
3, 0.046758
3, 0.049865
3, 0.045652
3, 0.038363
3, 0.041390
3, 0.048527
3, 0.047915
3, 0.055110
3, 0.046185
3, 0.037069
3, 0.041648
4, 0.080478
4, 0.069132
4, 0.070454
4, 0.059701
4, 0.070841
4, 0.074607
4, 0.078516
4, 0.060116
4, 0.061355
4, 0.077850
4, 0.065446
4, 0.071901
4, 0.059330
4, 0.072158
4, 0.073899
4, 0.067319
4, 0.064927
4, 0.070753
4, 0.075273
4, 0.075641
4, 0.075300
4, 0.075334
4, 0.064555
4, 0.063610
4, 0.074116
4, 0.065778
4, 0.071728
4, 0.069026
4, 0.053768
4, 0.072434
4, 0.069779
4, 0.069278
4, 0.061672
4, 0.069681
4, 0.062664
4, 0.065893
4, 0.066411
4, 0.067920
4, 0.065374
4, 0.071277
4, 0.065880
4, 0.067632
4, 0.071830
4, 0.066199
4, 0.073747
5, 0.077347
5, 0.082723
5, 0.081150
5, 0.086360
5, 0.074042
5, 0.089555
5, 0.082175
5, 0.081467
5, 0.103045
5, 0.080934
5, 0.084700
5, 0.083693
