5, 0.085134
5, 0.084735
5, 0.079438
5, 0.077493
5, 0.070647
5, 0.084113
5, 0.081961
5, 0.085796
5, 0.083603
5, 0.083798
5, 0.092556
5, 0.081321
5, 0.096859
5, 0.072643
5, 0.090641
5, 0.084616
5, 0.079042
5, 0.084073
5, 0.077126
5, 0.077567
5, 0.082549
5, 0.085536
5, 0.089646
5, 0.085391
5, 0.069715
5, 0.075403
5, 0.090281
5, 0.086135
5, 0.083312
5, 0.081671
5, 0.080134
5, 0.069296
5, 0.080723
6, 0.100170
6, 0.094922
6, 0.103188
6, 0.099288
6, 0.117927
6, 0.094559
6, 0.104377
6, 0.078439
6, 0.131273
6, 0.101615
6, 0.107401
6, 0.098328
6, 0.095720
6, 0.108053
6, 0.092137
6, 0.094817
6, 0.113996
6, 0.124959
6, 0.081429
6, 0.105904
6, 0.088715
6, 0.105221
6, 0.101891
6, 0.105183
6, 0.096890
6, 0.107019
6, 0.090591
6, 0.105485
6, 0.105647
6, 0.100911
6, 0.095647
6, 0.101576
6, 0.105823
6, 0.111358
6, 0.099504
6, 0.102093
6, 0.102064
6, 0.096946
6, 0.098802
6, 0.104871
6, 0.096998
6, 0.109420
6, 0.099884
6, 0.101874
6, 0.102009
7, 0.092440
7, 0.114402
7, 0.111815
7, 0.114191
7, 0.116139
7, 0.095756
7, 0.110602
7, 0.106524
7, 0.094794
7, 0.109855
7, 0.110211
7, 0.103347
7, 0.102436
7, 0.107615
7, 0.106540
7, 0.120089
7, 0.112436
7, 0.111955
7, 0.103884
7, 0.115361
7, 0.097021
7, 0.108830
7, 0.101737
7, 0.111813
7, 0.115669
7, 0.099252
7, 0.107266
7, 0.108128
7, 0.094671
7, 0.115292
7, 0.115640
7, 0.119461
7, 0.104449
7, 0.089257
7, 0.091174
7, 0.104647
7, 0.108976
7, 0.100766
7, 0.110696
7, 0.092660
7, 0.108876
7, 0.111152
7, 0.101749
7, 0.111498
7, 0.103522
8, 0.083500
8, 0.089069
8, 0.103394
8, 0.111065
8, 0.103206
8, 0.109733
8, 0.113181
8, 0.125865
8, 0.132902
8, 0.091599
8, 0.110581
8, 0.113705
8, 0.106553
8, 0.123848
8, 0.127805
8, 0.112797
8, 0.116169
8, 0.109164
8, 0.119983
8, 0.115627
8, 0.095905
8, 0.108559
8, 0.127755
8, 0.112372
8, 0.078294
8, 0.107667
8, 0.120224
8, 0.101448
8, 0.095655
8, 0.121764
9, 0.102382
9, 0.117042
9, 0.117152
9, 0.108281
9, 0.109149
9, 0.115028
9, 0.113893
9, 0.120204
9, 0.131331
9, 0.113600
9, 0.118489
9, 0.119990
9, 0.121407
9, 0.113548
9, 0.127565
9, 0.113292
9, 0.104108
9, 0.112824
9, 0.110767
9, 0.114087
9, 0.130609
9, 0.125644
9, 0.117328
9, 0.113795
9, 0.112044
9, 0.121026
9, 0.138692
9, 0.102384
9, 0.106124
9, 0.115457
9, 0.114533
9, 0.116309
9, 0.126682
9, 0.120823
9, 0.128623
9, 0.137811
9, 0.090364
9, 0.123059
9, 0.114132
9, 0.106235
9, 0.115692
9, 0.139039
9, 0.119457
9, 0.112647
9, 0.103538
10, 0.108617
10, 0.126685
10, 0.108840
10, 0.109632
10, 0.120353
10, 0.099362
10, 0.096647
10, 0.104421
10, 0.123311
10, 0.117518
10, 0.119407
10, 0.110619
10, 0.121641
10, 0.106202
10, 0.111950
10, 0.122950
10, 0.120694
10, 0.092692
10, 0.126545
10, 0.098245
10, 0.115565
10, 0.108231
10, 0.110462
10, 0.114318
10, 0.111344
10, 0.123647
10, 0.133235
10, 0.124632
10, 0.116588
10, 0.118071
10, 0.116097
10, 0.121845
10, 0.131089
10, 0.113132
10, 0.111336
10, 0.168226
10, 0.127915
10, 0.133192
10, 0.115822
10, 0.120372
10, 0.117010
10, 0.105860
10, 0.122500
10, 0.121638
10, 0.125749
10, 0.118445
10, 0.113748
10, 0.106796
10, 0.095525
10, 0.108106
10, 0.115957
10, 0.139661
10, 0.140046
10, 0.114557
10, 0.117426
10, 0.103397
10, 0.128477
10, 0.104693
10, 0.117755
10, 0.115214
